,ax,ay,az,labelWalking,labelShaking,labelStanding,labelTrotting,gx,gy,gz,temp,pressure
2022-06-07 00:00:14.001,-6.123941200000001,7.922394000000001,-3.5787920000000004,1,0,0,0,47.595124000000006,-28.231706799999998,-37.9170608,39.4608,
2022-06-07 00:00:14.251,-6.6233676,6.837091999999999,-4.0564632,1,0,0,0,68.048752,-24.3829268,86.599968,39.4644,
2022-06-07 00:00:14.501,-5.8622952,6.3581764,-4.3933424,1,0,0,0,7.314624200000001,-43.707308000000005,-3.7999988,39.46320000000001,
2022-06-07 00:00:14.751,-6.2487260000000004,6.427947600000001,-4.8688084,1,0,0,0,59.2926944,-24.778048,-9.31707052,39.4564,
2022-06-07 00:00:15.001,-6.905906,6.282461199999999,-4.635628400000001,1,0,0,0,1.6292696399999997,-21.9536512,9.104876216000001,39.4656,
2022-06-07 00:00:15.251,-5.939063600000001,7.043053199999999,-3.2396112000000006,1,0,0,0,-16.402444560000003,33.541459520000004,2.08293156,39.462799999999994,
2022-06-07 00:00:15.501,-5.3120736,7.702439199999999,-2.6789423999999995,1,0,0,0,-12.1073204,-30.136605999999997,6.334143600000001,39.461999999999996,
2022-06-07 00:00:15.751,-4.9976196,8.1202152,-3.8015252,1,0,0,0,40.848776,-60.59271599999999,4.217067599999997,39.46,
2022-06-07 00:00:16.001,-4.3934396,8.2922452,-3.4971347999999995,1,0,0,0,33.131707999999996,-18.687818000000004,40.6804856,39.462,
2022-06-07 00:00:16.251,-4.7560047999999995,8.335571600000002,-4.180672,1,0,0,0,8.758535199999999,-14.012203200000002,-17.31219472,39.455200000000005,
2022-06-07 00:00:16.501,-4.7029084,8.2795956,-3.36410884,1,0,0,0,-64.88043839999999,60.709783040000005,-8.69024532,39.4632,
2022-06-07 00:00:16.751,-5.449221199999999,7.9315944,-2.74881116,1,0,0,0,-8.199994824,23.5268264,-26.6366092,39.4528,
2022-06-07 00:00:17.001,-4.1507708,8.7087656,-3.50585756,1,0,0,0,43.85367600000001,-43.487764,23.0073216,39.4536,
2022-06-07 00:00:17.251,-4.829898,7.22055,-4.009308264,1,0,0,0,27.40975356,-58.6438932,28.0780772,39.458,
2022-06-07 00:00:17.501,-3.7091357400000002,10.2658968,-3.1544091199999995,1,0,0,0,-38.80239472,86.8902736,-40.0926912,39.458400000000005,
2022-06-07 00:00:17.751,-5.6729116,7.428143599999999,-3.1569971999999997,1,0,0,0,-43.95366028,14.809772,-3.0805256,39.45,
2022-06-07 00:00:18.001,-3.96943868,8.9917832,-3.3637255999999995,1,0,0,0,73.48051600000001,-58.6463556,19.57562048,39.458400000000005,
2022-06-07 00:00:18.251,-4.7456544,7.8052779999999995,-3.2260972000000003,1,0,0,0,16.5463448,-60.78292199999999,37.6488096,39.4604,
2022-06-07 00:00:18.501,-3.9334988000000006,9.7024388,-3.45036644,1,0,0,0,-20.258506999999998,56.17316451999999,-35.748784799999996,39.4568,
2022-06-07 00:00:18.751,-4.88960748,7.4014032,-2.8186787999999994,1,0,0,0,-48.543861959999994,-1.3731688,7.5756124,39.456,
2022-06-07 00:00:19.001,-4.7583048,9.454112,-2.641946936,1,0,0,0,62.8073296,-41.707314000000004,-0.1755996399999988,39.45320000000001,
2022-06-07 00:00:19.251,-4.0969076,7.5410424,-3.12795736,1,0,0,0,46.4536596,-59.6732352,51.2584952,39.455200000000005,
2022-06-07 00:00:19.501,-3.3689,10.2773952,-4.177222400000001,1,0,0,0,-22.5292252,53.985386399999996,-41.8878,39.4576,
2022-06-07 00:00:19.751,-5.27047912,7.379744400000001,-2.366022,1,0,0,0,-55.639039999999994,-8.07804,6.163416800000001,39.4524,
2022-06-07 00:00:20.001,-4.2361636,9.4176984,-4.2940528,1,0,0,0,66.836528,-53.43168702399999,-1.8341436000000002,39.4536,
2022-06-07 00:00:20.251,-4.5292464,7.359712400000001,-3.6989767999999996,1,0,0,0,31.231710800000002,-45.982920400000005,26.660982,39.45440000000001,
2022-06-07 00:00:20.501,-4.3551984,9.1434052,-4.06988,1,0,0,0,-26.770734399999995,57.5366384,-44.180488000000004,39.454800000000006,
2022-06-07 00:00:20.751,-5.216520399999999,6.519667599999999,-2.7826432,1,0,0,0,-24.904864399999997,5.058524000000001,-6.919517200000001,39.455600000000004,
2022-06-07 00:00:21.001,-7.207996,8.0305024,-3.2075043999999995,1,0,0,0,35.2365828,-29.778053600000003,-78.10251079999999,39.452000000000005,
2022-06-07 00:00:21.251,-6.5978744,7.780357599999999,-4.0328852,1,0,0,0,1.5658452000000003,-5.9268355999999995,71.73412502400001,39.455600000000004,
2022-06-07 00:00:21.501,-5.2436436,6.446349200000001,-4.0931692,1,0,0,0,7.634145000000001,-3.4585356000000003,32.4536456,39.452400000000004,
2022-06-07 00:00:21.751,-4.59192568,8.845531600000001,-4.0645132,1,0,0,0,-11.438993599999998,54.99510128,-43.1390244,39.4596,
2022-06-07 00:00:22.001,-5.0084504,8.124618,-3.1200016000000006,1,0,0,0,-83.57561000000001,48.4268308,10.209755320000001,39.452400000000004,
2022-06-07 00:00:22.251,-5.1746376,8.2910028,-2.65373576,1,0,0,0,12.88536848,7.8219524,-35.826831999999996,39.455600000000004,
2022-06-07 00:00:22.501,-4.7489128,8.060794799999998,-3.36391624,1,0,0,0,53.687804400000005,-9.4049168,-11.590242,39.4572,
2022-06-07 00:00:22.751,-6.407532,8.672824399999998,-3.5638410800000004,1,0,0,0,14.5317408,-64.83657600000001,11.646341599999998,39.455200000000005,
2022-06-07 00:00:23.001,-5.1876716,6.744413999999999,-3.5185079999999997,1,0,0,0,68.72439200000001,-37.217066800000005,79.7170492,39.4568,
2022-06-07 00:00:23.251,-3.9863082,10.0994112,-3.877719788,1,0,0,0,-52.709752,42.54149127999999,-52.309749599999996,39.458,
2022-06-07 00:00:23.501,-6.702623599999999,7.3901883999999995,-3.19724868,1,0,0,0,-46.0268254,8.5463412,35.241512,39.4572,
2022-06-07 00:00:23.751,-3.187089616,9.1077504,-3.9984791200000003,1,0,0,0,63.729287600000006,-46.85122272,2.660976000000001,39.4636,
2022-06-07 00:00:24.001,-5.832393199999999,7.488808400000002,-4.048412,1,0,0,0,3.3731712,-6.958572399999998,-5.019506,39.4544,
2022-06-07 00:00:24.251,-3.6799036000000003,9.6088112,-3.5946054,1,0,0,0,-71.68777200000001,64.217068,-2.3024324000000003,39.4612,
2022-06-07 00:00:24.501,-5.480177599999999,7.077076800000001,-2.8585496,1,0,0,0,-4.702436400000002,55.321956,-20.224384,39.4632,
2022-06-07 00:00:24.751,-3.4235305599999997,9.705700799999999,-3.7122984,1,0,0,0,8.782923600000002,5.404872399999999,11.2024456,39.456,
2022-06-07 00:00:25.001,-3.4424112000000004,8.1525112,-4.33833,1,0,0,0,-20.4707388,95.06821599999999,-38.6585304,39.458400000000005,
2022-06-07 00:00:25.251,-4.2982688,8.5295456,-4.0503288,1,0,0,0,-39.941494000000006,96.685444,-25.7243904,39.4508,
2022-06-07 00:00:25.501,-4.4625416,8.3956552,-3.2038623999999998,1,0,0,0,-34.217076,54.52684,-18.4682888,39.458,
2022-06-07 00:00:25.751,-3.8652608,8.7101096,-2.845322,1,0,0,0,-27.812191999999996,45.243908000000005,-31.521948000000002,39.4596,
2022-06-07 00:00:26.001,-4.5769728,9.0589712,-1.948922852,1,0,0,0,-31.9682908,26.1365724,-19.441456800000005,39.4608,
2022-06-07 00:00:26.251,-4.3941096,7.654806400000001,-4.7805392,1,0,0,0,37.2341348,0.6804895999999995,1.1829324239999988,39.4636,
2022-06-07 00:00:26.501,-6.736364,8.7017724,-2.7181411479999995,1,0,0,0,-46.76338799999999,121.44386760000002,-62.765848000000005,39.454800000000006,
2022-06-07 00:00:26.751,-4.85836168,8.1059308,-3.9083888,1,0,0,0,-56.0926748,8.61464812,-3.9634131999999997,39.46,
2022-06-07 00:00:27.001,-4.06192536,9.4926472,-2.73980136,1,0,0,0,60.3463684,-29.5122488,59.521953599999996,39.4512,
2022-06-07 00:00:27.251,-3.6591072000000002,8.1140732,-4.50701024,1,0,0,0,14.1316848,-10.382829599999997,15.514631999999999,39.4484,
2022-06-07 00:00:27.501,-3.86468524,9.6086208,-2.0961347592,1,0,0,0,-69.66590323999999,78.54629999999999,-21.746346800000005,39.45360000000001,
2022-06-07 00:00:27.751,-3.6319842240000004,9.3256996,-1.8235632399999997,1,0,0,0,5.0438996000000005,-50.141500400000005,-15.207319200000002,39.456,
2022-06-07 00:00:28.001,-2.7406640000000007,9.0589704,-3.6819171999999996,1,0,0,0,77.668324,-109.695148,41.17074,39.456,
2022-06-07 00:00:28.251,-3.35001968,8.39163,-4.0176476,1,0,0,0,27.4731704,-38.536555199999995,-5.570728399999999,39.454800000000006,
2022-06-07 00:00:28.501,-2.6708918799999997,9.741829200000002,-2.8922853600000002,1,0,0,0,-59.8414496,107.45360439999999,-12.317067159999999,39.453199999999995,
2022-06-07 00:00:28.751,-3.90790896,8.7149044,-3.37675916,1,0,0,0,5.039004975999998,-70.18782,-23.139038320000004,39.448,
2022-06-07 00:00:29.001,-3.1254652400000005,9.108618,-3.4841976,1,0,0,0,47.4439316,-32.29264800000001,32.824412,39.4544,
2022-06-07 00:00:29.251,-3.8293192400000002,8.0710428,-4.8613336,1,0,0,0,25.58290668,-14.641478,-35.29757196,39.4516,
2022-06-07 00:00:29.501,-4.287726,8.701191999999999,-4.0946068,1,0,0,0,-106.82192400000002,128.173184,-28.824392799999995,39.4528,
2022-06-07 00:00:29.751,-5.1777032,7.807961199999999,-3.0070056,1,0,0,0,-31.475605200000004,52.0853728,-47.80972799999999,39.454,
2022-06-07 00:00:30.001,-3.9178764,9.273465199999999,-2.71794936,1,0,0,0,34.2292668,-31.5317076,23.702466919999996,39.4524,
2022-06-07 00:00:30.251,-4.446150800000001,7.708672000000002,-4.80497868,1,0,0,0,30.7365844,-40.7170656,28.602446399999998,39.45320000000001,
2022-06-07 00:00:30.501,-3.7557142719999996,9.727749600000001,-2.10111844,1,0,0,0,-58.392701200000005,87.2268428,-37.631708,39.45439999999999,
2022-06-07 00:00:30.751,-5.741058000000001,7.9697412,-2.30180848,1,0,0,0,5.270728,-14.1585192,-11.5219464,39.445600000000006,
2022-06-07 00:00:31.001,-2.8091904,9.076416,-4.2673124,1,0,0,0,60.2707288,-79.26100799999999,49.846342400000005,39.452,
2022-06-07 00:00:31.251,-4.6846996,8.202535600000001,-4.314849,1,0,0,0,20.3414452,1.6805216000000007,-12.090262400000002,39.4564,
2022-06-07 00:00:31.501,-3.7063569199999993,8.8979544,-3.1201939999999997,1,0,0,0,-73.7707836,63.597547999999996,-6.673173600000001,39.4484,
2022-06-07 00:00:31.751,-4.57745464,9.2162452,-2.5936444,1,0,0,0,13.353671600000002,-16.243912800000004,-37.3951032,39.452400000000004,
2022-06-07 00:00:32.001,-3.0519543999999996,7.903033999999999,-4.224279999999999,1,0,0,0,69.9000252,-70.55860200000001,73.8658388,39.4564,
2022-06-07 00:00:32.251,-4.26156204,9.618396,-3.42142108,1,0,0,0,-20.75367096,49.18536319999999,-62.5341548,39.45320000000001,
2022-06-07 00:00:32.501,-3.7001267559999995,7.570370800000001,-2.79855236,1,0,0,0,-57.860962,36.43174,6.712192,39.45360000000001,
2022-06-07 00:00:32.751,-4.81140268,9.4658192,-3.42161224,1,0,0,0,41.43171039999999,-59.826798239999995,-16.5414168,39.452000000000005,
2022-06-07 00:00:33.001,-4.3577864,7.742311600000001,-3.9245852,1,0,0,0,30.036580559999997,-31.292682799999998,31.602484,39.45360000000001,
2022-06-07 00:00:33.251,-3.8335371999999994,9.8332656,-3.1364866800000004,1,0,0,0,-64.25605680000001,106.2292088,-52.722002,39.4508,
2022-06-07 00:00:33.501,-5.6879596,8.047760799999999,-2.80401528,1,0,0,0,-18.346331199999998,-3.2975630800000006,-12.973208,39.448,
2022-06-07 00:00:33.751,-2.97144868,8.9909224,-3.1855575999999997,1,0,0,0,47.98291772,-37.048756000000004,41.070715199999995,39.449600000000004,
2022-06-07 00:00:34.001,-4.7031972,8.279592399999999,-4.1761680000000005,1,0,0,0,15.517079599999999,37.90246,-36.98533956,39.454,
2022-06-07 00:00:34.251,-4.2162292,8.4598684,-3.0942200000000004,1,0,0,0,-74.92928359999999,17.5683056,6.0268304,39.4424,
2022-06-07 00:00:34.501,-4.3692842,8.9067768,-2.57112192,1,0,0,0,23.529275600000002,-11.79274576,-30.3292198,39.45440000000001,
2022-06-07 00:00:34.751,-3.9648396000000004,7.3534828,-4.4796004,1,0,0,0,44.08048951999999,-22.3804764,50.9365948,39.446799999999996,
2022-06-07 00:00:35.001,-4.309481600000001,10.471179600000001,-2.8083274400000007,1,0,0,0,-48.14634279999999,75.8171084,-59.502452399999996,39.4508,
2022-06-07 00:00:35.251,-5.711343956,8.3447668,-2.8612321199999995,1,0,0,0,-15.1340976,-41.990205599999996,7.52682872,39.446400000000004,
2022-06-07 00:00:35.501,-2.7497684,9.004726,-3.2062578959999994,1,0,0,0,80.8390336,-51.7975288,60.67066760000001,39.4396,
2022-06-07 00:00:35.751,-3.6500975999999996,8.5292616,-4.077548119999999,1,0,0,0,23.960973600000003,-60.9341176,-11.000002279999999,39.45320000000001,
2022-06-07 00:00:36.001,-3.945862400000001,8.121554799999998,-2.327782152,1,0,0,0,-58.580467199999994,49.43169720000001,5.265846,39.45,
2022-06-07 00:00:36.251,-4.318204240000001,9.58552,-4.4631167199999995,1,0,0,0,51.297591999999995,-89.3610432,-11.829268799999998,39.45040000000001,
2022-06-07 00:00:36.501,-4.7284996,8.6450288,-3.4310044,1,0,0,0,27.4122016,-23.7292896,16.770717480000002,39.4492,
2022-06-07 00:00:36.751,-3.6269036800000003,9.1054532,-3.14070364,1,0,0,0,-63.28536475999999,62.048752400000005,-12.117048399999996,39.4528,
2022-06-07 00:00:37.001,-4.11952664,8.672440400000001,-4.1040958,1,0,0,0,37.485355999999996,-64.54145600000001,-26.14390568,39.4492,
2022-06-07 00:00:37.251,-4.5440046,8.524268,-4.392864,1,0,0,0,13.499977640000003,-5.33411596,43.875607200000005,39.4516,
2022-06-07 00:00:37.501,-4.02981816,8.958525199999999,-2.12354448,1,0,0,0,-55.02927599999999,85.0829344,-54.353682920000004,39.4528,
2022-06-07 00:00:37.751,-5.4980036000000005,8.008075999999999,-3.51438596,1,0,0,0,23.429265599999997,-38.446337199999995,-15.914621279999997,39.4484,
2022-06-07 00:00:38.001,-3.03202,8.296845600000001,-3.6195244000000004,1,0,0,0,30.8414844,-20.602426,59.7024,39.4476,
2022-06-07 00:00:38.251,-3.9173972,10.350532000000001,-3.5692082719999996,1,0,0,0,-3.7804784000000007,37.0780288,-62.4292856,39.452400000000004,
2022-06-07 00:00:38.501,-5.6308409600000005,7.8268424,-3.0642223199999994,1,0,0,0,-73.29998644,17.2121584,10.173179440000002,39.445600000000006,
2022-06-07 00:00:38.751,-2.44317464,9.3688252,-3.72447092,1,0,0,0,77.7828868,-68.92193839999999,19.307317199999996,39.445600000000006,
2022-06-07 00:00:39.001,-5.1331392,7.909746400000001,-4.1931312,1,0,0,0,11.817069120000001,5.958618799999997,-11.5829552,39.4496,
2022-06-07 00:00:39.251,-3.0883754,9.0730624,-2.40579564,1,0,0,0,-63.23905476,42.83904576,-0.2658471999999991,39.447199999999995,
2022-06-07 00:00:39.501,-4.335354392,9.4628388,-3.9109771999999996,1,0,0,0,37.76832,-41.607327999999995,-29.853664000000002,39.445600000000006,
2022-06-07 00:00:39.751,-4.4610072,7.2265904,-3.5708371999999997,1,0,0,0,30.72927,-23.8975808,49.59756076000001,39.4484,
2022-06-07 00:00:40.001,-3.1808603200000003,10.346886,-3.3660256,1,0,0,0,-61.495056399999996,82.536596,-56.317087199999996,39.448,
2022-06-07 00:00:40.251,-5.965421732000001,7.9660991999999995,-2.7681699199999996,1,0,0,0,8.863480600000003,-37.7024776,-1.046334399999999,39.45320000000001,
2022-06-07 00:00:40.501,-2.6200005199999996,8.712505999999998,-4.2977891999999995,1,0,0,0,45.76830880000001,-23.6536516,45.7000472,39.4476,
2022-06-07 00:00:40.751,-3.687857888,10.194594,-3.5385388192,1,0,0,0,-8.487770000000001,39.002432000000006,-59.234106000000004,39.443200000000004,
2022-06-07 00:00:41.001,-6.017654,7.630366399999999,-3.27612504,1,0,0,0,-74.32435600000001,1.112208400000003,7.870737599999999,39.455600000000004,
2022-06-07 00:00:41.251,-2.26999028,9.375058399999999,-3.62067424,1,0,0,0,81.05853599999999,-50.548790600000004,27.846359200000002,39.446400000000004,
2022-06-07 00:00:41.501,-4.062309,9.0714356,-3.7503447039999998,1,0,0,0,19.712198799999996,28.890190239999995,-26.424343200000003,39.4444,
2022-06-07 00:00:41.751,-4.41797448,7.7122152,-2.7913637999999996,1,0,0,0,-83.25852160000001,11.963443999999999,-3.0341404,39.442800000000005,
2022-06-07 00:00:42.001,-2.6281446440000003,9.9620776,-3.926694560000001,1,0,0,0,72.409804,-57.761008280000006,24.051238,39.452400000000004,
2022-06-07 00:00:42.251,-2.9860167600000005,10.246148799999999,-3.59067664,1,0,0,0,-25.743910960000004,88.67314700000001,-56.161012,39.4488,
2022-06-07 00:00:42.501,-6.02541764,7.437533200000001,-3.29136568,1,0,0,0,-16.9804118,-55.880500000000005,-12.585352,39.4504,
2022-06-07 00:00:42.751,-2.73184868,9.584944799999999,-4.9003421199999995,1,0,0,0,39.9683188,-0.19512959999999793,46.253638,39.448,
2022-06-07 00:00:43.001,-3.04630004,8.686822,-2.062877856,1,0,0,0,-63.804908000000005,55.338992,-38.4537164,39.4504,
2022-06-07 00:00:43.251,-2.85135672,10.440608,-4.4053242,1,0,0,0,73.14875084,-85.731701776,27.261028,39.4516,
2022-06-07 00:00:43.501,-3.927843719999999,9.5663492,-3.05070944,1,0,0,0,-21.953656000000002,117.475584,-83.24875195999999,39.4404,
2022-06-07 00:00:43.751,-5.92113968,8.018138,-3.68795476,1,0,0,0,-4.543891600000003,-97.75372800000001,-3.8317460000000008,39.4392,
2022-06-07 00:00:44.001,-2.5752438792,9.218066799999999,-4.89785164,1,0,0,0,33.9780844,-9.404855599999996,50.721950400000004,39.4476,
2022-06-07 00:00:44.251,-3.4536244400000005,8.774896400000001,-2.3024792,1,0,0,0,-67.3317,75.2219144,-52.2828844,39.4396,
2022-06-07 00:00:44.501,-4.3175332,8.870259599999999,-3.5241628000000005,1,0,0,0,54.8048852,-91.4634712,-36.8146668,39.4492,
2022-06-07 00:00:44.751,-4.6208688,8.717583600000001,-3.03432064,1,0,0,0,-44.5146176,75.1341156,0.44146199999999963,39.4492,
2022-06-07 00:00:45.001,-5.1202028,7.998591200000001,-2.5511871599999996,1,0,0,0,-0.9292795599999999,-66.28531000000001,-0.6829295999999999,39.45320000000001,
2022-06-07 00:00:45.251,-3.2460322,9.3614444,-3.4628248023999997,1,0,0,0,69.480488,-64.2511556,53.165859999999995,39.449200000000005,
2022-06-07 00:00:45.501,-3.7794831200000005,8.414920799999999,-4.190927640000001,1,0,0,0,19.497564399999998,-27.3390512,-15.160972000000001,39.446000000000005,
2022-06-07 00:00:45.751,-4.316,8.5963468,-2.6269964,1,0,0,0,-52.38537719999999,46.81468559999999,9.54146752,39.448,
2022-06-07 00:00:46.001,-3.9532413880000004,9.2100176,-4.197254,1,0,0,0,16.285356,-62.748812,-10.090246399999998,39.4488,
2022-06-07 00:00:46.251,-3.6382136000000007,7.6480011999999995,-3.65201484,1,0,0,0,10.053665559999999,1.680465599999999,30.378045999999998,39.4444,
2022-06-07 00:00:46.501,-4.21738,9.755442799999999,-3.4255422424,1,0,0,0,-1.5756140000000003,43.546368,-52.2341488,39.444799999999994,
2022-06-07 00:00:46.751,-4.248815728,8.4276684,-3.0861696000000007,1,0,0,0,-38.9390252,33.76094584,15.926832240000001,39.44520000000001,
2022-06-07 00:00:47.001,-3.8740774000000004,8.8237796,-2.8112987999999994,1,0,0,0,-11.541475599999998,14.6585388,-13.9853648,39.4436,
2022-06-07 00:00:47.251,-3.3255798119999995,8.858378,-2.9027320320000003,1,0,0,0,90.52197120000001,-91.1561168,-25.107318,39.477199999999996,
2022-06-07 00:00:47.501,-4.07476888,9.825022,-5.208662,1,0,0,0,34.629256,-18.09512,54.207293279999995,39.471599999999995,
2022-06-07 00:00:47.751,-2.5539691999999996,7.592225279999999,-4.07093304,1,0,0,0,-72.78776135999999,107.16828480000002,8.3341436,39.4748,
2022-06-07 00:00:48.001,-2.78887412,10.403905199999999,-4.52177024,1,0,0,0,32.3878188,-92.7316892,-10.846347599999996,39.4804,
2022-06-07 00:00:48.251,-4.19926536,9.5722884,-3.191116328,1,0,0,0,-30.7512088,155.192692,-72.826772,39.4776,
2022-06-07 00:00:48.501,-5.114737600000001,7.980186,-3.1551756,1,0,0,0,-18.319507599999998,-8.736583999999999,-20.9243932,39.5668,
2022-06-07 00:00:48.751,-6.037682799999999,8.0178512,-3.9496964,1,0,0,0,12.39268136,-10.23658504,54.739015200000004,39.589200000000005,
2022-06-07 00:00:49.001,-5.128634400000001,8.1432088,-3.6119527999999996,1,0,0,0,-11.8707316,1.9487804800000006,-15.280487200000003,39.5904,
2022-06-07 00:00:49.251,-4.2900263999999995,8.8582812,-1.8937173999999999,1,0,0,0,-35.502444,55.80003479999999,10.57317992,39.588,
2022-06-07 00:00:49.501,-5.217669600000001,7.960251599999999,-2.7927067999999995,1,0,0,0,11.96097892,-25.9950932,-12.8975728,39.5888,
2022-06-07 00:00:49.751,-3.699264,8.991591999999999,-4.095085999999999,1,0,0,0,19.8317112,-33.9756008,4.2829292,39.586400000000005,
2022-06-07 00:00:50.001,-4.7322352,7.81601,-3.8360280000000007,1,0,0,0,14.665850400000002,-17.731706799999998,6.14878656,39.5856,
2022-06-07 00:00:50.251,-5.1929428,9.4452088,-2.53728992,1,0,0,0,-11.8438772,93.17567360000001,-25.743895600000002,39.58560000000001,
2022-06-07 00:00:50.501,-4.1192388,8.093182,-2.6482744,1,0,0,0,-24.96827572,-8.539051200000001,8.7902412,39.5876,
2022-06-07 00:00:50.751,-4.1530696,9.140048,-4.0521496,1,0,0,0,31.992677599999997,-70.38784240000001,5.778052,39.589600000000004,
2022-06-07 00:00:51.001,-4.118280799999999,7.659598800000001,-3.4109748,1,0,0,0,12.82440064,-30.080496000000004,32.263407199999996,39.5948,
