,ax,ay,az,labelWalking,gx,gy,gz,temp,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6
2022-06-07 00:00:05.001,-4.1992383572797785,8.618840354471741,-3.1918514109373683,1,9.796860511439679,-48.81117844253047,35.46204048878354,39.4712,-0.3504597175139812,-0.21029606254919295,0.1264287022617429,-0.05826699230568567,0.150398467833401,0.02274119811933159
2022-06-07 00:00:05.251,-3.170835647560183,9.248862035593042,-4.115523765327371,1,14.662177498233152,-4.769911770786599,-12.292324974834276,39.48,-0.31326824321077,-0.052194302663370114,-0.07831092091360925,0.21078602841418226,-0.04910871656963281,0.03812353613183428
2022-06-07 00:00:05.501,-4.3566918389760945,8.371571331839462,-3.124732962383789,1,-36.75034968856293,44.510728917069834,-9.662502542856528,39.472,-0.34719467628007533,0.2451313086058432,-0.028636090147327868,-0.08828422604466622,0.07495537739486934,-0.032179292536375526
2022-06-07 00:00:05.751,-5.0961878571728585,8.410794794003788,-2.441709701500945,1,-6.667527842162813,-10.153845081256046,-11.177853213883814,39.4744,-0.338453141247295,0.09450571173195593,0.17988654982732513,-0.14510401723276573,-0.051002991349928584,0.017754997728974164
2022-06-07 00:00:06.001,-4.378979902346382,8.594846366737343,-3.789735471999726,1,60.60585667464062,-80.7644117500032,10.984451316666547,39.4716,-0.3471852345023182,-0.41035868541251624,0.039082513247917,0.04959053003520403,-0.11766918976983357,0.05991241609503779
2022-06-07 00:00:06.251,-4.176765716168163,8.459077088281864,-3.9391864700456467,1,20.835765033157884,-21.50090955957949,23.003558860872012,39.4724,-0.3451825900092768,-0.21790990589389903,-0.0694267502170806,0.018485606457117124,0.07304360584044993,-0.02411960744052868
2022-06-07 00:00:06.501,-5.226461117168153,8.72847933442271,-2.460270766473191,1,-37.032323117077055,32.683332969923995,-14.14684024220619,39.4708,-0.3514048378541514,0.2910453153360251,0.14870834776977748,-0.09147738635023976,0.045391928812004455,-0.01181068354950098
2022-06-07 00:00:06.751,-5.132971513341973,8.348580963159824,-3.0907416143385125,1,0.3672403847778809,-12.979273985841564,-7.9875656063429235,39.4716,-0.34844363218520624,0.012643747134516856,0.04921735321808971,-0.0860889735798159,-0.04163245582248743,0.027800079809815782
2022-06-07 00:00:07.001,-3.872736813687381,8.00865165307865,-4.562441200630576,1,47.479523340261956,-36.571170752783104,9.79935930256685,39.4704,-0.35247437064249093,-0.35004932226074126,-0.22274256225856007,0.024902682847466693,-0.07467543234210457,-0.0032841973083299197
2022-06-07 00:00:07.251,-4.968497501963706,7.7059668697949455,-3.9577161234106466,1,2.458371632914721,-2.9737172289770104,-23.629617709712395,39.4692,-0.3574968437635407,-0.002894575063353788,-0.2115431227691231,-0.10204374881501732,-0.12075919884142079,0.05201647127982305
2022-06-07 00:00:07.501,-6.0103980036584925,7.180045991033578,-3.0201218131292342,1,-44.03690523822102,26.82892818302295,-39.01581552618331,39.472,-0.34903963575987895,0.3040960101732511,-0.1353196462749863,-0.3208858701609575,-0.09018347921152788,0.06683191585701004
2022-06-07 00:00:07.751,-5.190354867870229,7.47286942026662,-3.503694972873839,1,1.408487109452328,9.461137494201791,-2.9348318238876665,39.4692,-0.3594726757530929,-0.01791745325081939,-0.1332959644496391,-0.20288118212053027,-0.034291820301403216,-0.04363315861698055
2022-06-07 00:00:08.001,-5.75680846943237,7.800081577992647,-4.244046515940223,1,30.455800139333398,-31.56965193811809,42.50936903823392,39.4676,-0.36512525433462484,-0.3642827460713455,-0.1642797829043513,-0.0828729811863533,0.1249701112985627,-0.05853453707265487
2022-06-07 00:00:08.251,-5.298267221398466,8.250453157451291,-3.90529467060966,1,-7.020542574287471,-3.6468917817348663,30.401142204745586,39.4744,-0.3385880978831677,-0.11405599471943632,-0.10885221518613043,-0.04839401638303379,0.19143074288339315,-0.0250351997712447
2022-06-07 00:00:08.501,-3.9829976975312418,8.635712005375835,-3.1594515931882547,1,-26.846904009431125,51.92655246797919,-23.55268789181771,39.46440000000001,-0.37468130868047567,0.2686868012880343,-0.022089018662422025,-0.012714219710748424,-0.01438154866187787,-0.04171356463855298
2022-06-07 00:00:08.751,-5.432071670863321,8.046818462118509,-2.945068024950548,1,-36.636651972597924,37.195408962014646,-36.871337041830344,39.4688,-0.3592203150499809,0.31652845422490156,-0.03919758513144609,-0.1537876887356972,-0.07584882888751243,0.02904254502871545
2022-06-07 00:00:09.001,-5.531236247846559,8.03601000007922,-3.1131304644840734,1,-24.657176018751446,-17.87209125390973,-17.184220526316494,39.46720000000001,-0.36535424232753055,0.11163057501148273,-0.0050851256009590085,-0.16249576300735105,-0.018312884117764636,0.1153998494733426
2022-06-07 00:00:09.251,-3.8839895590881803,8.28458502190784,-3.984222819512734,1,43.61725428054922,-67.18762645885991,12.928046524392492,39.4636,-0.3779837406834099,-0.35318320101317935,-0.05130099992508903,-0.0004964658449918186,-0.05781324561647104,0.06317810159848201
2022-06-07 00:00:09.501,-3.9271055596495072,8.390829640883243,-4.414215154391881,1,40.3763165742789,-30.19896766706362,17.34363683258631,39.4628,-0.38064866086226756,-0.3169839528098264,-0.1591559882206179,0.07365773874605516,-0.006302122230977118,-0.017746224090405063
2022-06-07 00:00:09.751,-3.971522807662624,9.09915086483408,-2.994284728999321,1,-51.587505300220165,74.09355574661402,-33.1318520613543,39.4656,-0.36903748014647336,0.44567048676174276,0.013804272654089894,0.050445756696630595,0.029066077481620628,-0.021012640540512124
2022-06-07 00:00:10.001,-4.357767561457813,8.667979233082859,-2.541425624204631,1,-38.5725990500386,30.55981018118775,-24.92307576148944,39.4676,-0.36309278709866283,0.3185420481931851,0.11782722883929968,-0.0897222371825373,-0.0028258856989054762,0.021736879865481305
2022-06-07 00:00:10.251,-4.689291832094363,8.238965717666467,-4.2318201026423115,1,57.38993590828694,-87.27864412151007,36.88135217867161,39.468,-0.3619449537914446,-0.5245773874382279,-0.06116019631026342,0.0053944255696171985,0.020157282439635226,0.04501980814630555
2022-06-07 00:00:10.501,-3.726220010832722,9.030582265264355,-4.370433710407737,1,30.31328336081031,-22.049791587886542,9.341618580292293,39.4636,-0.37588911551134735,-0.22357637924756008,-0.10916145961414017,0.18995689446963152,0.006276704432653851,0.010242230915660708
2022-06-07 00:00:10.751,-4.420005424604627,8.77062025543536,-2.721703217726752,1,-58.607489477352125,68.55057705730971,-39.333352433375936,39.46400000000001,-0.3759297258431101,0.4883811952461374,0.03374275143101664,-0.045110415718116435,0.001722045651698136,0.006287631175914235
2022-06-07 00:00:11.001,-5.292113114850786,8.364651707213364,-2.848070374428655,1,-5.319786355395227,-14.053157844826629,-7.60489806615472,39.4692,-0.3577399843325152,0.045715566234248405,0.09850813115890628,-0.11412316675052692,-0.028258622087897662,0.0339174459085693
2022-06-07 00:00:11.251,-3.986788568726343,8.396408140900721,-4.243880061281263,1,77.59164248409024,-69.3109626410648,28.40051927949552,39.4652,-0.3719372409497719,-0.5377674288001182,-0.05759979526674239,0.06853171440499801,-0.07777067617953581,-0.03160660575754317
2022-06-07 00:00:11.501,-3.7620335705727763,8.16015242709736,-3.8838261217770067,1,0.0034482244888758284,12.297039219567548,1.5000181115797404,39.466,-0.36954654377975654,-0.026922959467617268,-0.1460157225396455,-0.03550983769840485,0.02509388523195361,-0.02884980748769292
2022-06-07 00:00:11.751,-4.827160065806871,8.653590091845038,-3.0946454080596717,1,-54.03998911709373,25.2257394701045,-27.755371016673973,39.466,-0.3683100067461263,0.33817886053687324,-0.0060248381740172765,-0.04978064456310236,0.04623511521062354,0.10183055220688089
2022-06-07 00:00:12.001,-4.644081419772976,8.524642525174352,-3.9663124300317527,1,34.20307001531663,-53.847675066295075,14.315033546901093,39.4692,-0.35648115519789525,-0.29383071930789695,-0.04069916349610942,0.038827651433799064,-0.012575457183668901,0.050575359006031814
2022-06-07 00:00:12.251,-3.926224959921762,8.283996873406108,-4.112136889201569,1,32.094643973546034,-17.113754943576275,26.779182955943227,39.4624,-0.38322527192738864,-0.2775585097013439,-0.11504178285142003,0.013462618726545455,0.05581305426436783,-0.06642923467759539
2022-06-07 00:00:12.501,-4.478981125445574,9.303099929112408,-2.943432083656645,1,-56.10703586900313,70.12183346183325,-40.986482689254245,39.4588,-0.39388196673953707,0.48735792986905396,0.037505266558017655,0.08354550424943287,0.009237600163938783,0.01808296114267954
2022-06-07 00:00:12.751,-5.1420420306719175,8.743446313414962,-3.062305944367388,1,-20.69554836585209,8.405121521490718,-28.52813519584558,39.46440000000001,-0.3740236458566015,0.19761138321076718,0.044078141642305495,-0.011146325991100447,-0.062332146403415986,0.06849563596596808
2022-06-07 00:00:13.001,-4.1141093512307645,7.724557317375041,-3.8620434072423846,1,54.57189546142744,-70.76162338847247,27.275070646888512,39.4648,-0.37548929002603654,-0.4485438573419677,-0.0572143442244591,-0.12035982496838586,-0.04345648249790015,0.0024066833942744115
2022-06-07 00:00:13.251,-3.9511160680939024,8.336014919529894,-3.8928599054674287,1,24.800598390892482,-9.850344481704807,-5.891320761599936,39.46240000000001,-0.3822395939023521,-0.12636809989211267,-0.1029852996864672,0.01800042831587608,-0.08588704536381957,-0.01058763210432606
2022-06-07 00:00:13.501,-5.59909190890621,7.931280046154623,-3.53325371881687,1,-42.988318536882225,55.11617669319734,-37.24728081588541,39.46320000000001,-0.3799791504993852,0.33036831761454316,-0.19118658047516046,-0.1128118311699142,-0.0430864496174234,0.01934611125484142
2022-06-07 00:00:13.751,-6.124771763739312,7.317745202481549,-3.115326374225015,1,-27.179555382425672,19.445829704513987,-31.02467183890774,39.4648,-0.3759361372212878,0.20532184132391212,-0.11813707092370467,-0.2769103013721503,-0.09759769874814572,0.036432973061515585
2022-06-07 00:00:14.001,-6.261967285284368,7.663586055899028,-3.452286234183712,1,50.351203645563594,-30.53158288863336,-1.4633896168859728,39.4608,-0.3904767029802611,-0.25583996292097333,-0.0384649991867682,-0.14307769174089188,-0.1807740004583351,-0.055631324026527366
2022-06-07 00:00:14.251,-6.555063773923113,6.957235107370041,-4.152171303928974,1,56.57343713140164,-31.18259201011803,51.81465972084634,39.4644,-0.37971332995532586,-0.5015144595706843,-0.20111304089839335,-0.2341154284706467,0.05890150046763625,-0.16002310215145746
2022-06-07 00:00:14.501,-5.895332427541307,6.314321511885753,-4.337850865236874,1,24.711522782632706,-30.019651376105028,23.253030876501917,39.46320000000001,-0.3845265469486008,-0.3291054793242247,-0.3464498641364956,-0.34790947150633805,0.002878829652352708,-0.03227474899376541
2022-06-07 00:00:14.751,-6.23760176656122,6.431112168130382,-4.873875883598877,1,40.332549761831515,-41.57397021531537,-24.414212092877513,39.4564,-0.4073802054714401,-0.2921526383712837,-0.46678012909904804,-0.22883645332950592,-0.2637730193971609,0.08179055836360492
2022-06-07 00:00:15.001,-6.897436714666416,6.31199538909755,-4.689532062815695,1,18.070077043692987,-6.383771891818613,11.126611432966763,39.4656,-0.37480287300096937,-0.25164053066272574,-0.45354529358952506,-0.3005934841785639,-0.023593675681360823,-0.040897857903797644
2022-06-07 00:00:15.251,-5.962963315228837,6.973888851507519,-3.1236983233411415,1,-28.154197605575042,22.932750305028133,11.155237314271153,39.4628,-0.385847028913031,0.07870922929297075,-0.12056629136817681,-0.3683072016206391,0.10283376563676398,-0.061449181543909936
2022-06-07 00:00:15.501,-5.286790495210134,7.8135304755865675,-2.850301314815665,1,-4.638817311887827,-26.68295335254469,-9.813932511272174,39.461999999999996,-0.38601587298619,0.013896216813640429,0.054591159999202145,-0.22154937333148886,-0.0605058415195669,0.06121959800100225
2022-06-07 00:00:15.751,-4.999289638555412,7.9874754059999615,-3.592877207738735,1,35.26672233834046,-56.650182197160596,22.90224930955389,39.46,-0.39318353883019425,-0.31884769592518286,-0.004312502330016267,-0.10748223262161534,-0.001780649748194238,0.013433175212196582
2022-06-07 00:00:16.001,-4.447816672652624,8.395348241665143,-3.7153763672052853,1,39.72671942949813,-28.57464994182018,23.212661449480972,39.462,-0.3847374043060356,-0.28544626489171226,-0.010901912510017221,-0.0017498681082784447,0.005471053285459592,-0.06126116985265628
